-1.4429	-0.460141	-0.235905
-1.4229	-0.490141	-0.235905
-1.3729	-0.500141	-0.235905
-1.3329	-0.610141	-0.225905
-1.3129	-0.670141	-0.215905
-1.2629	-0.690141	-0.215905
-1.2229	-0.750141	-0.215905
-1.1729	-0.760141	-0.215905
-1.1529	-0.780141	-0.215905
-1.1029	-0.810141	-0.205905
-1.0329	-0.710141	-0.215905
-1.0429	-0.890141	-0.205905
-1.5929	-0.200141	-0.155905
-0.9829	-0.880141	-0.205905
-1.5529	-0.310141	-0.145905
-0.9429	-0.910141	-0.205905
-1.5029	-0.370141	-0.145905
-0.8629	1.02986	0.254095
-0.9129	-0.930141	-0.205905
-1.4729	-0.320141	-0.145905
-0.7829	0.979859	0.264095
-0.8429	-0.960141	-0.205905
-1.4029	-0.390141	-0.145905
-0.7529	1.01986	0.254095
-0.8229	-1.00014	-0.195905
-1.3729	-0.400141	-0.145905
-0.7229	0.989859	0.254095
-1.5329	-0.410141	0.444095
-0.7929	-0.980141	-0.195905
-1.3529	-0.430141	-0.135905
-0.6729	0.809859	0.264095
-1.2629	-0.330141	-0.145905
-0.6329	0.839859	0.264095
-1.2429	-0.370141	-0.145905
-0.6829	-1.06014	-0.195905
-1.2429	-0.600141	-0.125905
-0.6029	-1.06014	-0.195905
-1.1829	-0.670141	-0.125905
-0.5829	-1.09014	-0.195905
-1.1429	-0.630141	-0.125905
-0.5629	-1.09014	-0.195905
-1.1229	-0.660141	-0.125905
-0.2529	1.52986	0.224095
-0.4929	-1.13014	-0.195905
-1.0429	-0.650141	-0.125905
-0.2129	1.56986	0.224095
-0.4629	-1.14014	-0.195905
-1.0229	-0.670141	-0.125905
-0.1829	1.57986	0.214095
-0.4429	-1.15014	-0.195905
-1.0029	-0.690141	-0.125905
-0.3629	-1.16014	-0.195905
-0.9429	-0.780141	-0.115905
-1.3129	-0.240141	-0.0459051
-0.3429	-1.17014	-0.195905
-0.9029	-0.710141	-0.125905
-1.2829	-0.240141	-0.0459051
-0.00289982	1.58986	0.214095
-0.2929	-1.19014	-0.195905
-0.8629	-0.790141	-0.115905
-1.2429	-0.300141	-0.0359051
0.0471002	1.53986	0.214095
-0.2329	-1.15014	-0.195905
-0.8129	-0.790141	-0.115905
