-1.4493	-0.419905	-0.17163
-1.4293	-0.449905	-0.17163
-1.3793	-0.469905	-0.17163
-1.3393	-0.529905	-0.16163
-1.2893	-0.529905	-0.16163
-1.2593	-0.519905	-0.17163
-1.2193	-0.629905	-0.16163
-1.1793	-0.659905	-0.15163
-1.1593	-0.669905	-0.15163
-1.0893	-0.699905	-0.15163
-1.0693	-0.749905	-0.15163
-1.0393	-0.759905	-0.15163
-0.979304	-0.809905	-0.14163
-1.5293	-0.249905	-0.0916297
-0.959304	-0.819905	-0.14163
-1.4993	-0.259905	-0.0916297
-0.929304	-0.809905	-0.14163
-1.4593	-0.149905	-0.10163
-1.5693	-0.229905	0.46837
-0.609304	0.850095	-0.30163
-1.3893	-0.199905	-0.10163
-0.849304	-0.919905	-0.14163
-1.3593	-0.159905	-0.10163
-0.829304	-0.949905	-0.13163
-0.759304	-0.959905	-0.13163
-1.2793	-0.309905	-0.0916297
-0.709304	0.860095	0.29837
-0.739304	-0.989905	-0.13163
-1.2593	-0.329905	-0.0916297
-0.669304	0.890095	0.29837
-0.709304	-0.989905	-0.13163
-1.2493	-0.479905	-0.0716297
-0.629304	-0.919905	-0.14163
-1.1993	-0.609905	-0.0616297
-0.619304	-1.02991	-0.13163
-1.1593	-0.559905	-0.0716297
-0.569304	-0.979905	-0.14163
-1.1093	-0.539905	-0.0716297
-1.0793	-0.639905	-0.0616297
-1.0393	-0.549905	-0.0716297
-0.259304	1.59009	0.24837
-0.449304	-1.00991	-0.14163
-0.979304	-0.519905	-0.0816297
-0.209304	1.57009	0.24837
-0.949304	-0.659905	-0.0616297
-0.179304	1.57009	0.24837
-0.389304	-1.09991	-0.13163
-0.929304	-0.669905	-0.0616297
-1.2993	-0.219905	0.00837025
-0.339304	-1.08991	-0.13163
-0.879304	-0.619905	-0.0716297
-1.2493	-0.179905	0.00837025
-0.799304	0.790095	0.40837
-0.279304	-1.02991	-0.14163
-0.819304	-0.609905	-0.0716297
-1.1993	-0.159905	-0.00162975
-0.249304	-1.12991	-0.13163
-0.789304	-0.679905	-0.0716297
-0.769304	-0.759905	-0.0616297
-0.719304	-0.749905	-0.0616297
-1.3893	0.0300949	-0.62163
-0.579304	0.930095	0.39837
-0.679304	-0.809905	-0.0616297
-1.0493	-0.389905	0.0183703
-1.3793	-0.0699051	-0.60163
-0.559304	0.900095	0.39837
-0.659304	-0.829905	-0.0616297
-1.0493	-0.579905	0.0283703
-1.3093	-0.0799051	-0.60163
-0.609304	-0.949905	-0.0516297
-0.979304	-0.629905	0.0383703
-1.2793	-0.109905	-0.60163
0.0306962	-0.959905	-0.15163
-0.579304	-0.949905	-0.0516297
-0.959304	-0.669905	0.0383703
-1.2593	-0.0899051	-0.60163
0.0506962	-0.949905	-0.15163
-0.559304	-0.959905	-0.0516297
-0.939304	-0.689905	0.0383703
