0.552529	-0.2324	0.439071	-0.2324	0.8793	0.228037	0.439071	0.228037	0.569171	
0.529141	-0.242197	0.435913	-0.242197	0.87542	0.224222	0.435913	0.224222	0.596439	
0.896984	-0.142537	0.268298	-0.142537	0.802779	0.371228	0.268298	0.371228	0.301236	
0.820937	-0.268641	0.273226	-0.268641	0.596969	0.40991	0.273226	0.40991	0.583094	
0.820507	-0.253155	0.288112	-0.253155	0.642952	0.406349	0.288112	0.406349	0.537541	
0.691708	-0.415562	0.200619	-0.415562	0.439843	0.270424	0.200619	0.270424	0.869449	
0.770598	-0.324208	0.267276	-0.324208	0.541806	0.377734	0.267276	0.377734	0.688597	
0.637479	-0.38318	0.289672	-0.38318	0.594984	0.30618	0.289672	0.30618	0.768538	
0.686897	-0.333699	0.32156	-0.333699	0.644349	0.342713	0.32156	0.342713	0.669754	
0.775123	-0.249014	0.334775	-0.249014	0.724258	0.370708	0.334775	0.370708	0.501619	
0.718832	-0.269802	0.359219	-0.269802	0.741104	0.344698	0.359219	0.344698	0.541064	
0.678399	-0.298137	0.359119	-0.298137	0.723615	0.332918	0.359119	0.332918	0.598986	
0.73255	-0.282264	0.340559	-0.282264	0.702102	0.359422	0.340559	0.359422	0.566348	
0.553791	-0.242206	0.433585	-0.242206	0.868528	0.235354	0.433585	0.235354	0.57868	
0.849223	-0.215618	0.28531	-0.215618	0.691657	0.408005	0.28531	0.408005	0.46012	
0.610968	-0.241747	0.422913	-0.241747	0.849777	0.262801	0.422913	0.262801	0.540255	
0.849223	-0.215618	0.28531	-0.215618	0.691657	0.408005	0.28531	0.408005	0.46012	
0.756367	-0.282519	0.322824	-0.282519	0.672388	0.374349	0.322824	0.374349	0.572245	
0.988083	0.106454	-0.0207494	0.106454	0.0490452	0.185355	-0.0207494	0.185355	0.963872	
0.370281	-0.00763467	0.482167	-0.00763467	0.999907	0.00584576	0.482167	0.00584576	0.630812	
0.780205	-0.248954	0.330586	-0.248954	0.718018	0.374444	0.330586	0.374444	0.502777	
0.869301	-0.232035	0.244225	-0.232035	0.588059	0.433582	0.244225	0.433582	0.543639	
0.780205	-0.248954	0.330586	-0.248954	0.718018	0.374444	0.330586	0.374444	0.502777	
0.836444	-0.300028	0.215929	-0.300028	0.449628	0.396101	0.215929	0.396101	0.714928	
0.920463	-0.209838	0.170585	-0.209838	0.446396	0.450045	0.170585	0.450045	0.634142	
0.715051	-0.178984	0.414044	-0.178984	0.887575	0.260073	0.414044	0.260073	0.398374	
0.559566	0.079422	0.489595	0.079422	0.985678	-0.088287	0.489595	-0.088287	0.455756	
0.916986	-0.206584	0.182655	-0.206584	0.485906	0.454544	0.182655	0.454544	0.598108	
0.705738	-0.17774	0.419269	-0.17774	0.892641	0.253246	0.419269	0.253246	0.402621	
0.60227	0.0915697	0.480373	0.0915697	0.978918	-0.110597	0.480373	-0.110597	0.419812	
0.916986	-0.206584	0.182655	-0.206584	0.485906	0.454544	0.182655	0.454544	0.598108	
